id,title,type,s/pv,year,meeting_number,day_date_time,president,members,agenda,text
77,Afghanistan_Situation_1477081,76,,,,,,,,"non-governmental organizations, but of citizens in
general. There should be no room for complacency, let
alone impunity. There must be zero tolerance in every
situation regardless of the circumstances."
78,Afghanistan_Situation_1477081,77,,,,,,,,"For women in Afghanistan, there are also rays of
hope. In the days of Queen Soraya, in 1919, Afghan
women were allowed to vote significantly earlier than
in many other countries. In modern-day Afghanistan,
First Lady Rula Ghani successfully has advocated
for women?€?s rights. We hear of female judges and
women in Government as ministers, deputy ministers,
parliamentarians, and female police officers as was
mentioned earlier. From 2013 to 2017, the female
literacy rate nearly doubled. Statistics, however, also
show that much remains to be achieved, especially for
women and girls in rural areas."
79,Afghanistan_Situation_1477081,78,,,,,,,,"The courageous filmmaker Roya Sadat sold her
wedding jewellery and an apartment to make a movie
that speaks to gender inequality and specifically brings
the issue of violence against women into the open,
which was a courageous decision. The brave women in
the film show us that with perseverance and will power
almost anything is possible. For many Afghan women,
however, their own situation remains too dire to
overcome by themselves. Facing violence, exclusion and
discrimination, they will continue to need our support
and helping hand in pursuit of needed assistance."
80,Afghanistan_Situation_1477081,79,,,,,,,,"It is clear that many positive changes, some of which
were mentioned earlier this morning, have taken place
in Afghanistan since the fall of the Taliban regime. At
the same time, many of the reforms remain vulnerable,
occasionally fragile and by no means irreversible.
As we all know, Afghanistan continues to face many
problems, including high levels of violence, violent
attacks, poverty, corruption, discrimination and, above
all, the lack of opportunities for young people ?€? the
new generation. Therefore, as we have just renewed
UNAMA?€?s mandate through the unanimous adoption
of resolution 2405 (2018), I should like to offer a couple
of recommendations."
81,Afghanistan_Situation_1477081,80,,,,,,,,"First, we can build peace only through inclusive
negotiations led by an inclusive Afghan Government.
The right instrument ?€? the Kabul Process ?€? is in
place. It is both Afghan-led and Afghan-owned, and it
is a peace and reconciliation mechanism. It deserves
our support. Last week?€?s gesture for peace made by
the Afghan Government at the second Kabul Process
conference was an important step in the right direction."
82,Afghanistan_Situation_1477081,81,,,,,,,,"The message is clear. The Afghans are taking the lead,
and we will continue to support them. Afghanistan
needs a functioning security apparatus and a workable
and inclusive peace deal. That is no small task, and it
will require continued political courage, perseverance
and assistance."
83,Afghanistan_Situation_1477081,82,,,,,,,,"Secondly, the international community should
focus its energy on supporting the peace talks. Clearly,
the solution has to be political. It will not be possible
without true commitment and constructive engagement
from all regional partners, and donor countries should
be expected to unify their efforts in this regard.
All too often, donors ?€? and here we have to look at
ourselves ?€? have parallel and sometimes conflicting
goals or objectives. Yet there is an obvious solution:
for the Afghan Government to set the priorities and
UNAMA to coordinate the One United Nations
response effectively, inclusively and efficiently."
84,Afghanistan_Situation_1477081,83,,,,,,,,"Thirdly, for Afghanistan to emerge sustainably
from conflict, there is a need for a truly integrated
approach, one that strengthens coherence between all
sectors: political, security, development and human
rights, central to all endeavours. This requires creative
thinking, including in and by the United Nations
system, supported first and foremost by the Security
Council, but also the Member States. We should work
jointly in the prevention of conflict and in support of
durable peace and inclusive prosperity."
85,Afghanistan_Situation_1477081,84,,,,,,,,"The Kingdom of the Netherlands will remain a
reliable and constructive partner for Afghanistan,
focused not only on the security sector but also more
broadly, and we have done so for 17 years. We strongly
support the Afghanistan Reconstruction Trust Fund,
and we will live up to our promise to allocate 50 per
cent of our support on budget, in close cooperation with
other partners.

Having said all this, I will now conclude. The
progress made in Afghanistan over the past 17
years is impressive. I commend the work of Special
Representative of the Secretary-General Yamamoto
and the outstanding efforts and hard work of his
team. I also very much welcome the decision of the
Secretary-General to host the ministerial conference
on Afghanistan in Geneva on 28 November. I am
confident that the Council will continue to support
Afghan-led efforts to achieve peace, bring about and
nurture stability, and reinforce inclusive, rights-based
development in Afghanistan, a process that should be"
86,Afghanistan_Situation_1477081,85,,,,,,,,"aimed particularly at achieving all gender objectives
and goals.

I now resume my functions as President of
the Council."
87,Afghanistan_Situation_1477081,86,,,,,,,,"I shall now give the floor to those members of the

Council who wish to make statements.

Ms. S??der (Sweden): Madam President, I wish
to thank you for having convened today?€?s briefing on
Afghanistan, with a necessary focus, on International
Women?€?s Day, on women and peace and security."
88,Afghanistan_Situation_1477081,87,,,,,,,,"The correlation between gender equality and
peaceful societies is clear. Afghanistan will not achieve
the peace and development that its people so strongly
desire without unleashing and embracing the agency of
Afghan women."
89,Afghanistan_Situation_1477081,88,,,,,,,,"I align myself with the statement to be made later
on behalf of the European Union and its member States.
I would also like to thank Special Representative
Yamamoto for his comprehensive briefing and to express
appreciation for the very important interventions by
Ms. Sarabi and Ms. Safi.

Sweden is a long-term donor to Afghanistan. We
were a participant in the Resolute Support Mission,
and we follow developments very closely. Today I will
dedicate my intervention to women?€?s issues. That does
not mean that the other aspects of the very difficult
situation in Afghanistan are forgotten."
90,Afghanistan_Situation_1477081,89,,,,,,,,"While there have been genuine improvements in
women?€?s enjoyment of their human rights over the past
15 years, more is needed, as Afghan women continue to
seek to play their role in society. This is a particularly
critical moment for women?€?s participation in shaping
the future of Afghanistan."
91,Afghanistan_Situation_1477081,90,,,,,,,,"As the country prepares for elections in 2018 and
2019, we expect the Government and the electoral
management bodies to take all steps necessary to
develop and implement gender-sensitive security and
election plans, so as to enable an environment in which
both women and men can safely run for elected office,
campaign freely and vote, not least in remote and
rural districts."
92,Afghanistan_Situation_1477081,91,,,,,,,,"Let me commend the Government?€?s continued
efforts to realize its vision for peace. This is essential
given that, as we have heard, violence by terrorist
groups must be stopped, and the solution to the conflict
can only be political. We commend the hosting of the"
93,Afghanistan_Situation_1477081,92,,,,,,,,"second meeting of the Kabul Process last week. During
the meeting, the Government presented a constructive
road map for peace. We call on the Taliban to engage
in a dialogue on the road map. In order to ensure the
legitimacy of the peace process, it must be inclusive
and uphold all of the achievements made over the past
decades. Regional actors are expected to make their
contribution to the peace endeavours. This is decisive
in the fight against terrorism and in breaking the
vicious circle."
94,Afghanistan_Situation_1477081,93,,,,,,,,"In each of our Council meetings, we must reflect
on how the women and peace and security agenda
translates into real change. We must build on the
knowledge that the slogan ?€?more women, more peace?€?
is certainly true. On the basis of the principles of our
feminist foreign policy, we want to highlight the ?€?four
R?€?s?€?: rights, representation, resources and a reality
check. I would like to briefly highlight four areas in
which increased efforts could make a real difference
for Afghan women."
95,Afghanistan_Situation_1477081,94,,,,,,,,"First, it is about safe access to health care
and education.

Secondly, it is about investing in women, not least
in the national action plan on women and peace and
security, in accordance with resolution 1325 (2000)."
96,Afghanistan_Situation_1477081,95,,,,,,,,"Thirdly, violence against Afghan women and girls
is a grave violation of their human rights and must
be ended. In this regard, Sweden supports Women
for Afghan Women, which works to fight gender-
based violence with shelters, family counselling
and mediation.

Fourthly, women should be present across the whole
of Afghan society. We are encouraged by the improved
gender equality in business, civil society, the civil
service, the judiciary, the police and the army. Women
should never have to fear making their contribution
to society."
97,Afghanistan_Situation_1477081,96,,,,,,,,"Today?€?s briefers, Ms. Sarabi and Ms. Safi, have
devoted much of their professional lives to women?€?s
participation. They have demonstrated that Afghanistan
does not lack strong female leaders; yet they are not
often enough at the table when decisions about peace
and security are being made. Sweden will continue
our dialogue and mediation training of local female
actors to build their capacity to lead in local peace and
reconciliation efforts."
98,Afghanistan_Situation_1477081,97,,,,,,,,"Let me commend the Kingdom of the Netherlands,
as penholder, on today?€?s adoption of resolution 2405
(2018) and for the constructive manner in which
it conducted the negotiations. The United Nations
Assistance Mission in Afghanistan (UNAMA) plays
a critical role in support of national efforts towards a
comprehensive and inclusive Afghan-led and Afghan-
owned peace process. This is also true of women?€?s
roles and for the national action plan on resolution 1325
(2000)."
99,Afghanistan_Situation_1477081,98,,,,,,,,"The Council now need to back up and support
UNAMA as it carries out its work at this critical time.
The renewed mandate must now also be backed up with
adequate and sustainable resources in order for the
Mission to fulfil its mandate.

After years of conflict and violence, Afghanistan
has reached yet another milestone. Elections are around
the corner, and the outlines of a path to peace are on
the table."
100,Afghanistan_Situation_1477081,99,,,,,,,,"The potential for peace must be fully realized with
the meaningful participation of Afghan women.

Ms. Andreyeva (United Kingdom): I would like
to pay tribute to my Dutch colleagues for their tireless
efforts to reach a consensus on the important resolution
2405 (2018), adopted today. I would also like to thank
all of our briefers and the Special Representative of
the Secretary-General, Ambassador Yamamoto, for his
briefing and for his and his team?€?s continued efforts in
challenging circumstances."
101,Afghanistan_Situation_1477081,100,,,,,,,,"I am delighted to share the Chamber with so many
women on International Women?€?s Day. I am especially
pleased that we are discussing Afghanistan today, as I
had the privilege to spend several years in Afghanistan
working to support education for Afghan girls and a
future in Parliament for Afghan women. As Ms. Safi
and Ms. Sarabi have demonstrated in their briefings
and their own impressive work, women have a vital role
to play in securing Afghanistan?€?s future, and we should
all stand beside them. Afghanistan cannot find lasting
peace with only half its population. The United Nations
must maintain a strong role in promoting and protecting
the rights of women across Afghanistan and continue
to support the Afghan Government in implementing its
national action plan on women and peace and security."
102,Afghanistan_Situation_1477081,101,,,,,,,,"Ensuring accountability and equal access to justice
for all are essential to long-term peace and stability.
We welcome the adoption of Afghanistan?€?s revised"
103,Afghanistan_Situation_1477081,102,,,,,,,,"penal code and the clarity it brings. We encourage
the Government of Afghanistan to ensure its full
implementation in line with the law on the elimination
of violence against women, which we hope will continue
to be used to guarantee Afghan women the protection
and accountability they deserve."
104,Afghanistan_Situation_1477081,103,,,,,,,,"The United Nations Assistance Mission in
Afghanistan (UNAMA) is an essential mechanism
in supporting Afghanistan?€?s recovery from conflict.
The continued presence of UNAMA and the resolve,
resourcefulness and skill with which its staff support the
Afghan people are a strong signal of the international
community?€?s commitment."
105,Afghanistan_Situation_1477081,104,,,,,,,,"The United Kingdom welcomes the Secretary-
General?€?s decision to host a ministerial conference on
Afghanistan in Geneva on 28 November. Implementing
the findings of the strategic review and the Secretary-
General?€?s report of August 2017 (S/2017/696) will allow
UNAMA to be as efficient as possible and to adapt as
circumstances change. I am pleased to see that this is
reflected in resolution 2405 (2018), adopted today, and
I hope it will send a strong signal to the Mission?€?s hard-
working personnel that we fully support them."
106,Afghanistan_Situation_1477081,105,,,,,,,,"UNAMA?€?s mandate to support peace and
reconciliation in Afghanistan remains at the core of
the Mission. That will be delivered sustainably only
through a credible, inclusive, Afghan-led and Afghan-
owned political process where all Afghan citizens,
whatever their background, can resolve grievances
through dialogue. Of course, for peace to be sustainable
it must be inclusive. The sharp focus on the involvement
of women in peace and security in this mandate renewal
is particularly welcome."
107,Afghanistan_Situation_1477081,106,,,,,,,,"With inclusiveness in mind, we highly commend
the bold offer laid out by President Ghani, Chief
Executive Abdullah and Afghanistan?€?s National Unity
Government at the recent meeting of the Kabul Process
for Peace and Security Cooperation. We welcome the
credibility, flexibility and openness of the offer, which
gives the Taliban the opportunity to be part of a political
process towards peace. While the Council was not able
to reflect those recent developments in the mandate
renewal, I hope we will find another opportunity to
endorse it and to lend our full support to those Afghan-
led efforts."
108,Afghanistan_Situation_1477081,107,,,,,,,,"Finally, the United Nations must play a strong role
in supporting free and fair elections. Elections, both
this year and next, are an opportunity for the nation

to communicate its aspirations to the political parties.
Those elections are a crucial point at which political
trust can be renewed and stability forged. We commend
the progress made by Afghanistan?€?s Independent
Electoral Commission towards electoral reform and we
encourage it to redouble its efforts to ensure that voter
registration is completed according to agreed timelines.
We hope that UNAMA will support those efforts fully."
109,Afghanistan_Situation_1477081,108,,,,,,,,"In conclusion, we fully support UNAMA, and
we welcome the renewal of its mandate today. As a
Council, we have collectively endorsed the importance
of inclusion, including of women, and of upholding
and promoting human rights. We call on all parties
to engage meaningfully in a political process to bring
lasting peace and stability to the people of Afghanistan.

Mr. Ma Zhaoxu (China) (spoke in Chinese): Iwould
like to welcome you to New York, Madam President,
and thank you for presiding over today?€?s open debate."
110,Afghanistan_Situation_1477081,109,,,,,,,,"Today marks International Women?€?s Day. At the
outset, I would like to extend to you, Madam President,
and the other female colleagues present my greetings
for the holiday. On this special occasion, we must
remember the female Blue Helmets who are serving
the peacekeeping cause. As the Council knows, when
Chinese people strive for a better life, women hold
up half of the sky. Chinese women are contributing
to world peace. At this very moment, in Juba, South
Sudan, 14 female peacekeepers are working hard
in the infantry, under the leadership of their team
leader, to help women and children. I would like to
take this opportunity to convey to them and all female
peacekeepers my highest regards."
111,Afghanistan_Situation_1477081,110,,,,,,,,"I would like to thank Mr. Yamamoto for his
briefing and thank Ms. Sarabi and Ms. Safi for their
presentations. China listened attentively to the
statement made by the representative of Afghanistan.

Peace and stability in Afghanistan have a direct
bearing on the well-being of the Afghan people, as
well as on security, stability and prosperity in the
region. The international community should continue
to provide robust support to Afghanistan to respond
to challenges in the political, economic and security
fields. As a traditionally friendly neighbour of
Afghanistan, China supports the country in achieving
peace, security, stability and development as soon as
possible. Afghanistan is an important country on the
route of the Belt and Road Initiative. Resolution 2405
(2018), which was just adopted by the Council, once"
112,Afghanistan_Situation_1477081,111,,,,,,,,"again pointed out that all parties should take advantage
of the One Belt One Road Initiative to promote
economic development and regional cooperation in
Afghanistan and help Afghanistan achieve stability
and prosperity and should make concerted efforts to
create a community of shared future for humankind
through dialogue and coordination. In accordance
with the provisions set out in the relevant Council
resolutions, China will continue to work with all parties
to help Afghanistan take advantage of its comparative
advantages at the national level, participate in regional
economic cooperation and connectivity and achieve
economic and social development."
113,Afghanistan_Situation_1477081,112,,,,,,,,"Advancing national reconciliation is the
fundamental way to resolve the question of Afghanistan.
China strongly supports an Afghan-led and Afghan-
owned peace process and reconciliation. We commend
the Afghan Government for its efforts to promote
peace talks. We also support the Afghan Government
in unveiling its reconciliation plan as soon as possible
and reaching agreement on national reconciliation
with armed rebel groups, including the Taliban, and
launching the peace process."
114,Afghanistan_Situation_1477081,113,,,,,,,,"China actively participated in the international
meeting on the Kabul Process in February. We will
continue to make unremitting efforts to push forward
the peace and reconciliation process in Afghanistan.
We stand ready to join the international community
to create a favourable external environment for peace
talks between the Government and the Taliban and
contribute to achieving lasting peace and stability
in Afghanistan."
115,Afghanistan_Situation_1477081,114,,,,,,,,"Improving the security situation serves as a basis
for achieving stability in Afghanistan. China supports
the country in strengthening capacity-building in
the security sector. We have taken an active part in
regional counter-terrorism cooperation. In November
2017 China, Afghanistan and Pakistan held trilateral
Vice-Foreign Minister consultations on countering
terrorism. We are now consulting on a trilateral
memorandum of understanding on counter-terrorism
and cooperation.

In December 2017 China hosted the first Foreign
Ministers dialogue with Afghanistan and Pakistan. We
are ready to continue to take advantage of mechanisms
such as the Shanghai Cooperation Organization and the
Afghanistan contact group. engage with countries of
the region, including Afghanistan and Pakistan, combat"
116,Afghanistan_Situation_1477081,115,,,,,,,,"terrorism, address threats from terrorism and safeguard
regional peace and stability.

Finally, I would like to point out that China
commends the United Nations Assistance Mission
in Afghanistan (UNAMA) on its work and supports
its positive role in helping Afghanistan to promote a
political process that safeguards national security,
fosters economic development, enhances its governance
capacity and provides support to the upcoming
Afghan parliamentary and district council elections.
China will continue to support UNAMA and Special
Representative Yamamoto in their efforts."
117,Afghanistan_Situation_1477081,116,,,,,,,,"Mr. Meza-Cuadra (Peru) (spoke in Spanish): We
thank you, Madam President, for convening today?€?s
meeting. We also thank Mr. Tadamichi Yamamoto for
his briefing on the situation in Afghanistan.

We welcome in particular Ms. Sigrid Kaag, Acting
Minister for Foreign Affairs and Minister for Foreign
Trade and Development Cooperation of the Netherlands.
We salute all women on International Women?€?s Day
and reiterate our commitment to the Security Council?€?s
women and peace and security agenda. It promotes
the protection of women in situations of conflict and
during humanitarian crises, their empowerment and
their participation in peacebuilding and peacekeeping
efforts. We thank Mrs. Habiba Sarabi and Ms. Mariam
Safi for their briefings and for their efforts in support
of women?€?s rights and participation and their leadership
on the path to lasting peace in the country."
118,Afghanistan_Situation_1477081,117,,,,,,,,"During the Council?€?s visit to Afghanistan in
January, we were able to see the commendable efforts
of the Government, the First Lady of Afghanistan and
women?€?s organizations to promote peace and stability.
As we renew the mandate of the United Nations
Assistance Mission in Afghanistan (UNAMA), we
would like to acknowledge its efforts in support of
Afghan women. Similarly, we would like to recognize
the efforts of the Netherlands as penholder to strengthen
its mandate in support of the national plan on women
and peace and security and to highlight the importance
of funding its implementation."
119,Afghanistan_Situation_1477081,118,,,,,,,,"Peru pays close attention to, and is concerned
about, developments in Afghanistan. We must condemn
ongoing violence committed by terrorists, in particular
the recent attacks in Kabul and Jalalabad, and extend
sympathy and solidarity to the victims. We believe
that it is crucial to investigate and punish according to
the rule of law and due process all terrorist acts and"
120,Afghanistan_Situation_1477081,119,,,,,,,,"activities. The Taliban, including the Haqqani Network,
Al-Qaida and Da?€?esh, must be held accountable for
the crimes they commit. We also believe that it is
important to strengthen efforts to address corruption
and pay special attention to illicit drug trafficking. In
many cases, such scourges benefit terrorist groups,
undermine institutions and weaken the social fabric of
the country."
121,Afghanistan_Situation_1477081,120,,,,,,,,"Given the clear deterioration of the security
situation in Afghanistan, we highlight the importance
of preserving stability in order to make headway in
fostering political dialogue and national reconciliation,
holding inclusive elections in 2018 and 2019 and
achieving lasting peace. Peru supports the Kabul
Process, which was developed and led by Afghans, and
supports greater participation from women and young
people. We welcome efforts to begin peace negotiations.
We hope that the counterparts will commit in good faith
to the process of reconciliation"
122,Afghanistan_Situation_1477081,121,,,,,,,,"We would like to underscore the importance
of international, regional and bilateral support and
cooperation for the Afghan process. We highlight
in particular the efforts of UNAMA and the support
of Central Asian States, as well as the initiative put
forward by the People?€?s Republic of China to establish
a trilateral dialogue with Afghanistan and Pakistan."
123,Afghanistan_Situation_1477081,122,,,,,,,,"In conclusion, as we celebrate women and their
struggle, we would like to underscore the words
of Secretary-General Antdnio Guterres: women?€?s
participation makes peace agreements stronger,
societies more resilient and economies more vigorous."
124,Afghanistan_Situation_1477081,123,,,,,,,,"Ms. Guadey (Ethiopia): We would like to thank
the Secretary-General for his comprehensive report
(S/2018/165) on the situation in Afghanistan and the
activities of the United Nations Assistance Mission
in Afghanistan (UNAMA). We also thank Special
Representative of the Secretary-General Yamamoto for
his briefing. As we mark International Women?€?s Day,
reflecting on the important role of women in peace
and development and in the overall political process in
Afghanistan and elsewhere in our debate today makes
it all the more timely and relevant."
125,Afghanistan_Situation_1477081,124,,,,,,,,"We thank the Dutch presidency for taking this
initiative and we are pleased to see you, Madam
Minister, personally presiding over today?€?s debate.
We thank Ms. Habiba Sarabi, Deputy Chairperson of
Afghanistan?€?s High Peace Council, and Ms. Mariam

Safi, Executive Director of the Organization for Policy
Research and Development Studies, for their briefings."
126,Afghanistan_Situation_1477081,125,,,,,,,,"Afghanistan still faces multiple and complex
challenges to its security, stability and development.
Its people continue to pay a heavy price because of
the instability and violence affecting the country. As
the report of the Secretary-General highlights, it is
particularly women and children who constitute the
most vulnerable segments of the society."
127,Afghanistan_Situation_1477081,126,,,,,,,,"We take note of the efforts being exerted by the
Government to improve the plight of Afghan women,
including by implementing the law on the elimination
of violence against women, as well as upholding
resolution 1325 (2000), on women and peace and
security. As highlighted in the report of the Secretary-
General, we believe the implementation of the national
action plan on women and peace and security will
go a long way in promoting the full and effective
participation of Afghan women in the country?€?s peace
and reconciliation endeavours."
128,Afghanistan_Situation_1477081,127,,,,,,,,"Once again, we take this opportunity to express
our sympathy and solidarity with the people and the
Government of Afghanistan following the loss of
innocent lives, including women and children, as aresult
of the recent suicide attacks in Kabul and Jalalabad. We
hope those who committed those atrocious crimes will
be held to account."
129,Afghanistan_Situation_1477081,128,,,,,,,,"No doubt, the long-term security and stability
of Afghanistan can be ensured only through a
comprehensive and inclusive Afghan-led and
Afghan-owned reconciliation and political process.
In that regard, the renewed call made by the Afghan
Government for unconditional peace talks with the
Taliban and the outlining of a framework for peace
presented at the second conference of the Kabul Process
are encouraging. We fully support the Afghan-led and
Afghan-owned peace and reconciliation process and
appreciate the Government?€?s offer for peace with the
Taliban. We hope the Taliban will respond positively to
that call and engage in direct talks with the Government
with a view to achieving a political settlement and
restoring lasting peace and security in Afghanistan.
The support of regional and international stakeholders
is key to the success of the peace process. We welcome
the declaration adopted on 28 February, which reiterates
the support of the international community to the Kabul
Process for an Afghan-led, Afghan-owned peace and
reconciliation process and reaffirms the commitment to"
130,Afghanistan_Situation_1477081,129,,,,,,,,"the necessary fight against terrorism in order to bring
about lasting peace, security, stability and prosperity
to Afghanistan.

With regard to the political situation in the country,
the tension between the Presidential Palace and
Jamiat-e-Islami is a matter of concern, which could
potentially undermine the National Unity Government
and upset the already fragile political arrangement,
as the report of the Secretary-General notes. We hope
that the parties will resolve the dispute peacefully
and expeditiously and redirect their efforts towards
addressing the multiple challenges facing Afghanistan."
131,Afghanistan_Situation_1477081,130,,,,,,,,"The holding of peaceful and democratic
parliamentary and district council elections within the
set time frame is indeed very important, and we note
that some progress has been made in preparation for
the elections. Accelerating such efforts and building
the confidence of the Afghan people in the electoral
process through the involvement and participation of
all the relevant stakeholders will be key to ensuring the
timely and successful holding of the elections."
132,Afghanistan_Situation_1477081,131,,,,,,,,"Without sustained and inclusive economic growth
and development, the peace and security challenges
faced by Afghanistan cannot be effectively addressed.
That is why the Unity Government needs the coordinated
and comprehensive support of the international
community to advance its political reform and national
development priorities, as envisaged in the Afghanistan
National Peace and Development Framework. It is vital
that the international community sustain its engagement
and deliver on its various commitments in that regard."
133,Afghanistan_Situation_1477081,132,,,,,,,,"Given all the points I mentioned, the efforts of
UNAMA in promoting and in supporting the initiatives
for peace talks, reconciliation, dialogue and support
for social and economic development, with full respect
for the country?€?s sovereignty and leadership, remain
very important. We therefore welcome the unanimous
adoption of resolution 2405 (2018), which renews the
mandate of UNAMA for another year."
134,Afghanistan_Situation_1477081,133,,,,,,,,"Ms. Wronecka (Poland): Allow me to start by
thanking you, Madam President, for presiding over
today?€?s meeting. We greatly appreciate it. I would also
like to commend the Kingdom of the Netherlands for
its efforts as penholder in today?€?s adoption of resolution
2405 (2018). I appreciate the presence of our briefers:
Special Representative Yamamoto, Ms. Sarabi and
Ms. Safi. Their briefings described many positive"
135,Afghanistan_Situation_1477081,134,,,,,,,,"developments, and we should continue along those
lines. Allow me to share some of Poland?€?s thoughts.

Poland strongly supports the fundamental role of
the United Nations Assistance Mission in Afghanistan
(UNAMA) and its personnel in supporting Afghan
society, promoting and monitoring human rights,
encouraging peace and reconciliation and providing
valuable assistance to the Government of Afghanistan.
I would like to align myself with the statement of the
European Union (EU), to be delivered later."
136,Afghanistan_Situation_1477081,135,,,,,,,,"We welcome the Kabul Process on peace and
security cooperation as a prospective framework,
bringing together a number of regional and international
participants, including the United Nations and the EU.
We believe that the initiative will give new impetus to
the efforts and lead to a peaceful and prompt settlement
of the conflict. In that context, following consultation,
of course, with the female members of the High Peace
Council, we call on the Afghan Government to put in
place clear procedures for how to engage and to include
women in peace negotiations with the Taliban and other
parties to the conflict."
137,Afghanistan_Situation_1477081,136,,,,,,,,"The fight against the Taliban greatly affects women,
since they make up 12 per cent of the conflict-related
civilian casualties. Consequently, it is women?€?s rights
that are violated the most by the presence of the Taliban
in communities. At the same time, women frequently
have better access to certain populations and locations
and can gather critical information about threats to
security. They can also improve the relationship of the
security forces with local communities and can detect
early signs of radicalization, since they are often the first
targets of fundamentalists. However, Afghan women
do not have a significant role in decision-making,
including on how to combat the Taliban at the local
and national levels. We appreciate the fact that the
percentage of women in the High Peace Council has
increased to 20 per cent, including at a senior level
and in the provincial peace committees across the 34
provinces of Afghanistan. However, women?€?s voices
are missing in the actual talks and negotiations."
138,Afghanistan_Situation_1477081,137,,,,,,,,"While we recognize the Afghan Government?€?s
efforts to strengthen the engagement of women in the
police and security sectors, many challenges remain
in that area. Further work is needed to develop clear
procedures on how to increase the number of women
in the leadership and management of the security
sector. The process cannot happen without the active"
139,Afghanistan_Situation_1477081,138,,,,,,,,"participation of civil society organizations led by
women. In that connection, we recognize the important
role played by the United Nations Entity for Gender
Equality and the Empowerment of Women and other
United Nations entities in supporting the empowerment
of Afghan women. Moreover, we would like to take
this opportunity to highlight the positive impact and
ongoing significance of the international commitments
made at the NATO Warsaw Summit in 2016 and its
important influence on security, development and
stability in Afghanistan.

The protection of civilians and compliance with the
obligations under international humanitarian law remain
a serious problem, causing innocent people to suffer the
effects of the military conflict in Afghanistan. As the
2017 annual report on the issue showed, there is still
significant room for progress. Poland strongly supports
the efforts of UNAMA to limit civilian casualties, in
particular among children, who are severely affected by
unexploded ordnance."
140,Afghanistan_Situation_1477081,139,,,,,,,,"The upcoming parliamentary and_ district
council elections represent a significant task for the
Afghan political system on its path to an inclusive
and transparent outcome. Poland hopes that the new
Parliament will create a strong legislative foundation
for the sustainable development of the country. In terms
of technical support, we encourage UNAMA to provide
the necessary assistance at the request of the Afghan
authorities. The broad participation of women, both as
candidates and as voters, remains a high priority for us.

In conclusion, I would like once again to commend
the work of UNAMA, and in particular Mr. Yamamoto."
141,Afghanistan_Situation_1477081,140,,,,,,,,"Mr. Tanoh-Boutchoue (C??te d?€?Ivoire) (spoke
in French): My country appreciates your effective
presence, Madam President, in presiding over the
meeting today, which is International Women?€?s Day. We
also welcome the presence of Ms. Julie Bishop, Minister
for Foreign Affairs of Australia, and Ms. Annika S??der,
Deputy Minister for Foreign Affairs of Sweden, at the
meeting this morning."
142,Afghanistan_Situation_1477081,141,,,,,,,,"My delegation thanks Mr. Yamamoto, Special
Representative of the Secretary-General and Head of
the United Nations Assistance Mission for Afghanistan
(UNAMA), for the quality of his briefing on the
situation in Afghanistan. We would also like to express
our sincere gratitude to Ms. Habiba Sarabi, Deputy
Chairperson of Afghanistan?€?s High Peace Council,
and Ms. Mariam Safi, Executive Director of the"
143,Afghanistan_Situation_1477081,142,,,,,,,,"Organization for Policy Research and Development
Studies, for the relevance of their interventions and for
their ongoing commitment to making women?€?s voices
heard in the democratic process in which their country
is engaged."
144,Afghanistan_Situation_1477081,143,,,,,,,,"C??te d?€?Ivoire deplores and condemns the wave
of violence and the series of deadly attacks recently
endured by Afghanistan. The three attacks that took
place between 20 and 27 January in Kabul and Jalalabad
call on us all to push the Council to pay sustained
attention to the situation in the country, given its impact
on the stability of the entire region."
145,Afghanistan_Situation_1477081,144,,,,,,,,"Despite the worrisome security situation, Cote
d?€?Ivoire welcomes the holding, on 28 February in Kabul,
of the second conference of the Kabul Process on peace
and reconciliation as an important step on the path to
peace and reconciliation in Afghanistan. My country
sees President Ashraf Ghani?€?s extended hand to the
Taliban as a decisive step towards frank negotiations
between his Government and the Taliban. C??te d?€?Ivoire
remains confident that this offer of peace will lead to
the establishment of a genuine inclusive peace process."
146,Afghanistan_Situation_1477081,145,,,,,,,,"We should also like to see an assessment of the
progress made in the area of peace and joint measures to
combat terrorism in Afghanistan and the region. In that
regard, my country encourages Afghan stakeholders to
engage in an open dialogue, based on the achievements
of the 2004 Constitution, including respect for the rights
of citizens, especially those of women. Notwithstanding
the sense of hope emanating from the second meeting
of the Kabul Process, my delegation remains concerned
by the persistence of some political tensions in the
country. It therefore urges the parties to prioritize
dialogue in the interest of the Afghan people."
147,Afghanistan_Situation_1477081,146,,,,,,,,"On the occasion of the celebration of International
Women?€?s Day, aimed at promoting women?€?s rights
and the fight against inequality, C??te d?€?Ivoire would
like to pay a warm tribute to Afghan women for their
important contribution to the process of reconciliation
and peace efforts in their country in a sometimes
difficult socio-political context, in which the debate on
the place of women in society remains a particularly
sensitive subject.

My country calls on the international community
and our Council to give Afghan women the necessary
means to consolidate their place in society and promote
their participation in regional and_ international
initiatives for peace, while strengthening the protection"
148,Afghanistan_Situation_1477081,147,,,,,,,,"of their most basic rights. To that end, my delegation
welcomes the adoption of the Law on the Elimination of
Violence against Women and the Afghan Government?€?s
July 2015 launch of a national action plan for the
implementation of resolution 1325 (2000), on women
and peace and security. C??te d?€?Ivoire calls for the
establishment of a financing mechanism for the plan in
order to give Afghan women their rightful place in their
country?€?s consolidation of democratic institutions."
